id_time,id_city,id_product,spot,min,max,average,_id
7,1,3,Carnicería,4998,7490,6092.0,219
7,2,3,Carnicería,4980,5990,5485.0,220
7,1,4,Carnicería,3298,37998,9507.5,221
7,2,4,Carnicería,2690,3398,3044.0,222
7,1,5,Carnicería,340,4590,2465.0,223
7,2,5,Carnicería,2790,2790,2790.0,224
7,1,6,Carnicería,2298,3980,3205.0,225
7,2,6,Carnicería,2590,3098,2844.0,226
7,1,7,Carnicería,2680,4280,3087.67,227
7,2,7,Carnicería,2498,3398,2948.0,228
7,1,8,Carnicería,2980,4280,3422.67,229
7,2,8,Carnicería,2790,3598,3194.0,230
7,1,9,Carnicería,6990,9490,7970.89,231
7,2,9,Carnicería,5990,7000,6495.0,232
7,1,10,Carnicería,4490,5500,5091.43,233
7,2,10,Carnicería,4980,4980,4980.0,234
7,1,11,Carnicería,6490,8990,7515.33,235
7,2,11,Carnicería,5990,7000,6495.0,236
7,1,12,Carnicería,6990,8990,7604.22,237
7,2,12,Carnicería,5990,7000,6495.0,238
7,1,15,Carnicería,1598,1750,1681.5,239
7,2,15,Carnicería,1798,1798,1798.0,240
7,1,16,Carnicería,4990,5990,5510.89,241
7,2,16,Carnicería,4980,5500,5240.0,242
7,1,17,Carnicería,1980,2380,2181.0,243
7,2,17,Carnicería,1898,1898,1898.0,244
7,1,18,Carnicería,1980,2280,2040.67,245
7,2,18,Carnicería,1898,1898,1898.0,246
7,1,19,Carnicería,4988,5990,5576.44,247
7,2,19,Carnicería,4980,5500,5240.0,248
7,1,20,Carnicería,3688,5990,5365.33,249
7,2,20,Carnicería,4980,5500,5240.0,250
7,1,21,Carnicería,4998,5990,5577.56,251
7,2,21,Carnicería,4980,5500,5240.0,252
7,1,22,Carnicería,3498,5500,4902.25,253
7,2,22,Carnicería,4980,4980,4980.0,254
7,1,23,Carnicería,3198,5500,4592.25,255
7,2,23,Carnicería,4500,4980,4740.0,256
8,1,1,Carnicería,4500,5500,5141.8,257
8,2,1,Carnicería,4980,5500,5160.0,258
8,1,2,Carnicería,4500,5500,5070.8,259
8,2,2,Carnicería,4980,5500,5160.0,260
8,1,3,Carnicería,5690,7490,6292.8,261
8,2,3,Carnicería,4980,6290,5723.33,262
8,1,4,Carnicería,3298,4480,3789.33,263
8,2,4,Carnicería,2790,3398,3094.0,264
8,1,5,Carnicería,3299,3299,3299.0,265
8,1,6,Carnicería,2999,3980,3324.17,266
8,2,6,Carnicería,2990,3098,3044.0,267
8,1,7,Carnicería,2780,4280,3129.2,268
8,2,7,Carnicería,2490,3398,2944.0,269
8,1,8,Carnicería,2988,4280,3487.2,270
